Intersector.java,intersectSegments,d,float,0,RET,$=0.0949826613069,$ == 0=0.0839938297868,$ < 0=0.0289238803089,$ != 0=0.0157350692898,$ >= 0=0.00713733024895,$.size++ >= $.threshold=0.00644355593249,$ > 0=0.00415058201179,$-- > 0=0.00189726811368,$.drawing=0.00168744719122,key.equals(keyTable[$])=0.00155431195162,
Intersector.java,intersectSegments,ua,float,0,RET,$=0.100109934807,$ < 0=0.0572744682431,$ >= 0=0.0265793148428,$ == 0=0.0164915621281,$ != 0=0.00456423638389,$ > 0=0.00435327831656,$.size == 0=0.000895906239748,$.size++ >= $.threshold=0.000800901150797,$ == null=0.000792464707047,$ >= size=0.000633072457276,
Intersector.java,intersectSegments,ua,float,0,RET,$=0.100109934807,$ < 0=0.0572744682431,$ >= 0=0.0265793148428,$ == 0=0.0164915621281,$ != 0=0.00456423638389,$ > 0=0.00435327831656,$.size == 0=0.000895906239748,$.size++ >= $.threshold=0.000800901150797,$ == null=0.000792464707047,$ >= size=0.000633072457276,
Intersector.java,intersectSegments,ub,float,0,RET,$=0.100109934807,$ < 0=0.0572744682431,$ >= 0=0.0265793148428,$ == 0=0.0164915621281,$ != 0=0.00456423638389,$ > 0=0.00435327831656,$.size == 0=0.000895906239748,$.size++ >= $.threshold=0.000800901150797,$ == null=0.000792464707047,$ >= size=0.000633072457276,
Intersector.java,intersectSegments,ub,float,0,RET,$=0.100109934807,$ < 0=0.0572744682431,$ >= 0=0.0265793148428,$ == 0=0.0164915621281,$ != 0=0.00456423638389,$ > 0=0.00435327831656,$.size == 0=0.000895906239748,$.size++ >= $.threshold=0.000800901150797,$ == null=0.000792464707047,$ >= size=0.000633072457276,
Intersector.java,intersectSegments,intersection,Vector2,0,DEF,$ == null=0.495106846094,$ != null=0.378418415785,$ >= 0=0.00043446640484,$-- > 0=0.000263530528173,$ > 0=0.000219535490032,$ != 0=0.000148068924318,$.size++ >= $.threshold=0.000131269640406,$ == 0=0.000130433938466,$.size == 0=0.000124918034999,$=0.000103286482044,
Intersector.java,overlapConvexPolygons,i,int,0,NIL-FOR,$ < n=0.77341234684,i < $=0.1195929721,$ >= 0=0.0165495816618,$-- > 0=0.0141128310934,$=0.00787385459989,$ == 0=0.00145304901525,$ < 0=0.00140624959022,$ > 0=0.00120283593424,$ >= size=0.000908523332328,$ != 0=0.000648823799565,
Intersector.java,overlapConvexPolygons,end1,int,0,NIL-FOR,i < $=0.559209227562,$ < n=0.157334089279,$=0.0260299611837,$-- > 0=0.0227345451713,$ >= 0=0.00908009149134,$ < 0=0.00527530908585,$ == 0=0.0048035942018,$ >= size=0.00300346221775,$ > 0=0.00231902720407,$ != 0=0.00226182839833,
Intersector.java,overlapConvexPolygons,j,int,0,NIL-FOR,i < $=0.497637271881,$ < n=0.207240834832,$=0.0290063358843,$-- > 0=0.00784658454359,$ >= 0=0.00588377099484,$ == 0=0.00535285752267,$ < 0=0.00518045481294,$ > 0=0.00471502309665,$ >= size=0.0033468909096,$ != 0=0.00221102521755,
Intersector.java,overlapConvexPolygons,end1,int,0,NIL-FOR,i < $=0.559209227562,$ < n=0.157334089279,$=0.0260299611837,$-- > 0=0.0227345451713,$ >= 0=0.00908009149134,$ < 0=0.00527530908585,$ == 0=0.0048035942018,$ >= size=0.00300346221775,$ > 0=0.00231902720407,$ != 0=0.00226182839833,
Intersector.java,overlapConvexPolygons,p,float,1,DEF,$=0.100336313248,$ == 0=0.0398355461657,$ > 0=0.024904685095,$ < 0=0.0174841582775,$ != 0=0.0120716644451,$ >= 0=0.00798594020307,$-- > 0=0.00166279065888,$.size++ >= $.threshold=0.000828268064652,$.size == 0=0.000824704242405,$ == null=0.000810393714346,
Intersector.java,overlapConvexPolygons,min1,float,1,DEF,$=0.100775770843,$ == 0=0.0400100164115,$ > 0=0.0214833244681,$ < 0=0.0175607353449,$ != 0=0.011275742203,$ >= 0=0.00802091695368,$-- > 0=0.00167007336859,$.size++ >= $.threshold=0.000831895740703,$.size == 0=0.000828316318803,$ == null=0.000813943101093,
Intersector.java,overlapConvexPolygons,p,float,0,DEF,$=0.102508105338,$ > 0=0.0247619822621,$ == 0=0.0195316243917,$ < 0=0.017862604931,$ != 0=0.012332957238,$ >= 0=0.00815879646689,$-- > 0=0.00169878196903,$.size++ >= $.threshold=0.000846196024213,$.size == 0=0.000842555076815,$ == null=0.000827934767585,
Intersector.java,overlapConvexPolygons,max1,float,0,DEF,$=0.102435983717,$ > 0=0.0243629869074,$ == 0=0.0210899487138,$ < 0=0.0178500376642,$ != 0=0.0114615028724,$ >= 0=0.00815305579454,$-- > 0=0.00169758673292,$ == null=0.00120377668645,$.size++ >= $.threshold=0.000845600676257,$.size == 0=0.000841962289996,
Intersector.java,overlapConvexPolygons,j,int,0,NIL-FOR,i < $=0.497637271881,$ < n=0.207240834832,$=0.0290063358843,$-- > 0=0.00784658454359,$ >= 0=0.00588377099484,$ == 0=0.00535285752267,$ < 0=0.00518045481294,$ > 0=0.00471502309665,$ >= size=0.0033468909096,$ != 0=0.00221102521755,
Intersector.java,overlapConvexPolygons,end2,int,0,NIL-FOR,i < $=0.559209227562,$ < n=0.157334089279,$=0.0260299611837,$-- > 0=0.0227345451713,$ >= 0=0.00908009149134,$ < 0=0.00527530908585,$ == 0=0.0048035942018,$ >= size=0.00300346221775,$ > 0=0.00231902720407,$ != 0=0.00226182839833,
Intersector.java,overlapConvexPolygons,p,float,1,DEF,$=0.100336313248,$ == 0=0.0398355461657,$ > 0=0.024904685095,$ < 0=0.0174841582775,$ != 0=0.0120716644451,$ >= 0=0.00798594020307,$-- > 0=0.00166279065888,$.size++ >= $.threshold=0.000828268064652,$.size == 0=0.000824704242405,$ == null=0.000810393714346,
Intersector.java,overlapConvexPolygons,min2,float,1,DEF,$=0.100775770843,$ == 0=0.0400100164115,$ > 0=0.0214833244681,$ < 0=0.0175607353449,$ != 0=0.011275742203,$ >= 0=0.00802091695368,$-- > 0=0.00167007336859,$.size++ >= $.threshold=0.000831895740703,$.size == 0=0.000828316318803,$ == null=0.000813943101093,
Intersector.java,overlapConvexPolygons,p,float,0,DEF,$=0.102508105338,$ > 0=0.0247619822621,$ == 0=0.0195316243917,$ < 0=0.017862604931,$ != 0=0.012332957238,$ >= 0=0.00815879646689,$-- > 0=0.00169878196903,$.size++ >= $.threshold=0.000846196024213,$.size == 0=0.000842555076815,$ == null=0.000827934767585,
Intersector.java,overlapConvexPolygons,max2,float,0,DEF,$=0.102597266436,$ > 0=0.0244013480842,$ == 0=0.0195486135781,$ < 0=0.0178781412542,$ != 0=0.0114795491099,$ >= 0=0.00816589314491,$-- > 0=0.00170025962871,$ == null=0.00120567204431,$.size++ >= $.threshold=0.000846932060085,$.size == 0=0.000843287969474,
Intersector.java,overlapConvexPolygons,min1,float,1,RET,$=0.102467261255,$ == 0=0.0512317493558,$ < 0=0.0186877902597,$ >= 0=0.00650618737563,$ != 0=0.00465781800449,$ > 0=0.00362734310329,$.size == 0=0.000917002500501,$.size++ >= $.threshold=0.000819760316517,$ == null=0.000816684681922,$ >= size=0.000647979672067,
Intersector.java,overlapConvexPolygons,min1,float,1,RET,$=0.102467261255,$ == 0=0.0512317493558,$ < 0=0.0186877902597,$ >= 0=0.00650618737563,$ != 0=0.00465781800449,$ > 0=0.00362734310329,$.size == 0=0.000917002500501,$.size++ >= $.threshold=0.000819760316517,$ == null=0.000816684681922,$ >= size=0.000647979672067,
Intersector.java,overlapConvexPolygons,min1,float,1,RET,$=0.102467261255,$ == 0=0.0512317493558,$ < 0=0.0186877902597,$ >= 0=0.00650618737563,$ != 0=0.00465781800449,$ > 0=0.00362734310329,$.size == 0=0.000917002500501,$.size++ >= $.threshold=0.000819760316517,$ == null=0.000816684681922,$ >= size=0.000647979672067,
Intersector.java,overlapConvexPolygons,max1,float,1,RET,$=0.102011233568,$ == 0=0.0551118403673,$ < 0=0.0186046194285,$ >= 0=0.00647723162547,$ != 0=0.00463708816096,$ > 0=0.00358369736932,$ == null=0.00118296721485,$.size == 0=0.000912921328563,$.size++ >= $.threshold=0.000816111918539,$ >= size=0.000645095831715,
Intersector.java,overlapConvexPolygons,min2,float,1,RET,$=0.102467261255,$ == 0=0.0512317493558,$ < 0=0.0186877902597,$ >= 0=0.00650618737563,$ != 0=0.00465781800449,$ > 0=0.00362734310329,$.size == 0=0.000917002500501,$.size++ >= $.threshold=0.000819760316517,$ == null=0.000816684681922,$ >= size=0.000647979672067,
Intersector.java,overlapConvexPolygons,min2,float,1,RET,$=0.102467261255,$ == 0=0.0512317493558,$ < 0=0.0186877902597,$ >= 0=0.00650618737563,$ != 0=0.00465781800449,$ > 0=0.00362734310329,$.size == 0=0.000917002500501,$.size++ >= $.threshold=0.000819760316517,$ == null=0.000816684681922,$ >= size=0.000647979672067,
Intersector.java,overlapConvexPolygons,min2,float,1,RET,$=0.102467261255,$ == 0=0.0512317493558,$ < 0=0.0186877902597,$ >= 0=0.00650618737563,$ != 0=0.00465781800449,$ > 0=0.00362734310329,$.size == 0=0.000917002500501,$.size++ >= $.threshold=0.000819760316517,$ == null=0.000816684681922,$ >= size=0.000647979672067,
Intersector.java,overlapConvexPolygons,max2,float,1,RET,$=0.102432027459,$ == 0=0.0512141361833,$ < 0=0.018681364134,$ >= 0=0.00650395033881,$ != 0=0.00465621612966,$ > 0=0.00359848001972,$ == null=0.00118784699589,$.size == 0=0.000916687189601,$.size++ >= $.threshold=0.000819478416815,$ >= size=0.000647756853141,
Intersector.java,overlapConvexPolygons,min1,float,0,DEF,$=0.102616734803,$ > 0=0.0245932675898,$ == 0=0.0195523221046,$ < 0=0.0178815349936,$ != 0=0.0114817274734,$ >= 0=0.00816744286567,$-- > 0=0.00170058221556,$.size++ >= $.threshold=0.000847092771437,$.size == 0=0.000843447982334,$ == null=0.000828812189866,
Intersector.java,overlapConvexPolygons,min1,float,0,DEF,$=0.102616734803,$ > 0=0.0245932675898,$ == 0=0.0195523221046,$ < 0=0.0178815349936,$ != 0=0.0114817274734,$ >= 0=0.00816744286567,$-- > 0=0.00170058221556,$.size++ >= $.threshold=0.000847092771437,$.size == 0=0.000843447982334,$ == null=0.000828812189866,
Intersector.java,overlapConvexPolygons,max1,float,0,DEF,$=0.102435983717,$ > 0=0.0243629869074,$ == 0=0.0210899487138,$ < 0=0.0178500376642,$ != 0=0.0114615028724,$ >= 0=0.00815305579454,$-- > 0=0.00169758673292,$ == null=0.00120377668645,$.size++ >= $.threshold=0.000845600676257,$.size == 0=0.000841962289996,
Intersector.java,overlapConvexPolygons,max1,float,0,DEF,$=0.102435983717,$ > 0=0.0243629869074,$ == 0=0.0210899487138,$ < 0=0.0178500376642,$ != 0=0.0114615028724,$ >= 0=0.00815305579454,$-- > 0=0.00169758673292,$ == null=0.00120377668645,$.size++ >= $.threshold=0.000845600676257,$.size == 0=0.000841962289996,
Intersector.java,overlapConvexPolygons,min2,float,0,DEF,$=0.102616734803,$ > 0=0.0245932675898,$ == 0=0.0195523221046,$ < 0=0.0178815349936,$ != 0=0.0114817274734,$ >= 0=0.00816744286567,$-- > 0=0.00170058221556,$.size++ >= $.threshold=0.000847092771437,$.size == 0=0.000843447982334,$ == null=0.000828812189866,
Intersector.java,overlapConvexPolygons,min2,float,0,DEF,$=0.102616734803,$ > 0=0.0245932675898,$ == 0=0.0195523221046,$ < 0=0.0178815349936,$ != 0=0.0114817274734,$ >= 0=0.00816744286567,$-- > 0=0.00170058221556,$.size++ >= $.threshold=0.000847092771437,$.size == 0=0.000843447982334,$ == null=0.000828812189866,
Intersector.java,overlapConvexPolygons,max2,float,0,DEF,$=0.102597266436,$ > 0=0.0244013480842,$ == 0=0.0195486135781,$ < 0=0.0178781412542,$ != 0=0.0114795491099,$ >= 0=0.00816589314491,$-- > 0=0.00170025962871,$ == null=0.00120567204431,$.size++ >= $.threshold=0.000846932060085,$.size == 0=0.000843287969474,
Intersector.java,overlapConvexPolygons,max2,float,0,DEF,$=0.102597266436,$ > 0=0.0244013480842,$ == 0=0.0195486135781,$ < 0=0.0178781412542,$ != 0=0.0114795491099,$ >= 0=0.00816589314491,$-- > 0=0.00170025962871,$ == null=0.00120567204431,$.size++ >= $.threshold=0.000846932060085,$.size == 0=0.000843287969474,
Intersector.java,overlapConvexPolygons,mins,float,1,DEF,$=0.100775770843,$ == 0=0.0400100164115,$ > 0=0.0214833244681,$ < 0=0.0175607353449,$ != 0=0.011275742203,$ >= 0=0.00802091695368,$-- > 0=0.00167007336859,$.size++ >= $.threshold=0.000831895740703,$.size == 0=0.000828316318803,$ == null=0.000813943101093,
Intersector.java,overlapConvexPolygons,maxs,float,1,DEF,$=0.100775770843,$ == 0=0.0400100164115,$ > 0=0.0214833244681,$ < 0=0.0175607353449,$ != 0=0.011275742203,$ >= 0=0.00802091695368,$-- > 0=0.00167007336859,$.size++ >= $.threshold=0.000831895740703,$.size == 0=0.000828316318803,$ == null=0.000813943101093,
Intersector.java,overlapConvexPolygons,o,float,0,DEF,$=0.101351730525,$ > 0=0.0364049971104,$ == 0=0.019311292097,$ < 0=0.0176611002535,$ != 0=0.0115522835404,$ >= 0=0.00806675851345,$-- > 0=0.00167961826082,$.size++ >= $.threshold=0.000836650258861,$.size == 0=0.000833050347865,$ == null=0.000818595057353,
Intersector.java,overlapConvexPolygons,overlap,float,0,DEF,$=0.102508105338,$ > 0=0.0247619822621,$ == 0=0.0195316243917,$ < 0=0.017862604931,$ != 0=0.012332957238,$ >= 0=0.00815879646689,$-- > 0=0.00169878196903,$.size++ >= $.threshold=0.000846196024213,$.size == 0=0.000842555076815,$ == null=0.000827934767585,
Intersector.java,overlapConvexPolygons,i,int,0,NIL-FOR,$ < n=0.77341234684,i < $=0.1195929721,$ >= 0=0.0165495816618,$-- > 0=0.0141128310934,$=0.00787385459989,$ == 0=0.00145304901525,$ < 0=0.00140624959022,$ > 0=0.00120283593424,$ >= size=0.000908523332328,$ != 0=0.000648823799565,
Intersector.java,overlapConvexPolygons,end2,int,0,NIL-FOR,i < $=0.559209227562,$ < n=0.157334089279,$=0.0260299611837,$-- > 0=0.0227345451713,$ >= 0=0.00908009149134,$ < 0=0.00527530908585,$ == 0=0.0048035942018,$ >= size=0.00300346221775,$ > 0=0.00231902720407,$ != 0=0.00226182839833,
Intersector.java,overlapConvexPolygons,j,int,0,NIL-FOR,i < $=0.497637271881,$ < n=0.207240834832,$=0.0290063358843,$-- > 0=0.00784658454359,$ >= 0=0.00588377099484,$ == 0=0.00535285752267,$ < 0=0.00518045481294,$ > 0=0.00471502309665,$ >= size=0.0033468909096,$ != 0=0.00221102521755,
Intersector.java,overlapConvexPolygons,end1,int,0,NIL-FOR,i < $=0.559209227562,$ < n=0.157334089279,$=0.0260299611837,$-- > 0=0.0227345451713,$ >= 0=0.00908009149134,$ < 0=0.00527530908585,$ == 0=0.0048035942018,$ >= size=0.00300346221775,$ > 0=0.00231902720407,$ != 0=0.00226182839833,
Intersector.java,overlapConvexPolygons,p,float,1,DEF,$=0.100336313248,$ == 0=0.0398355461657,$ > 0=0.024904685095,$ < 0=0.0174841582775,$ != 0=0.0120716644451,$ >= 0=0.00798594020307,$-- > 0=0.00166279065888,$.size++ >= $.threshold=0.000828268064652,$.size == 0=0.000824704242405,$ == null=0.000810393714346,
Intersector.java,overlapConvexPolygons,min1,float,1,DEF,$=0.100775770843,$ == 0=0.0400100164115,$ > 0=0.0214833244681,$ < 0=0.0175607353449,$ != 0=0.011275742203,$ >= 0=0.00802091695368,$-- > 0=0.00167007336859,$.size++ >= $.threshold=0.000831895740703,$.size == 0=0.000828316318803,$ == null=0.000813943101093,
Intersector.java,overlapConvexPolygons,p,float,0,DEF,$=0.102508105338,$ > 0=0.0247619822621,$ == 0=0.0195316243917,$ < 0=0.017862604931,$ != 0=0.012332957238,$ >= 0=0.00815879646689,$-- > 0=0.00169878196903,$.size++ >= $.threshold=0.000846196024213,$.size == 0=0.000842555076815,$ == null=0.000827934767585,
Intersector.java,overlapConvexPolygons,max1,float,0,DEF,$=0.102435983717,$ > 0=0.0243629869074,$ == 0=0.0210899487138,$ < 0=0.0178500376642,$ != 0=0.0114615028724,$ >= 0=0.00815305579454,$-- > 0=0.00169758673292,$ == null=0.00120377668645,$.size++ >= $.threshold=0.000845600676257,$.size == 0=0.000841962289996,
Intersector.java,overlapConvexPolygons,j,int,0,NIL-FOR,i < $=0.497637271881,$ < n=0.207240834832,$=0.0290063358843,$-- > 0=0.00784658454359,$ >= 0=0.00588377099484,$ == 0=0.00535285752267,$ < 0=0.00518045481294,$ > 0=0.00471502309665,$ >= size=0.0033468909096,$ != 0=0.00221102521755,
Intersector.java,overlapConvexPolygons,end2,int,0,NIL-FOR,i < $=0.559209227562,$ < n=0.157334089279,$=0.0260299611837,$-- > 0=0.0227345451713,$ >= 0=0.00908009149134,$ < 0=0.00527530908585,$ == 0=0.0048035942018,$ >= size=0.00300346221775,$ > 0=0.00231902720407,$ != 0=0.00226182839833,
Intersector.java,overlapConvexPolygons,p,float,1,DEF,$=0.100336313248,$ == 0=0.0398355461657,$ > 0=0.024904685095,$ < 0=0.0174841582775,$ != 0=0.0120716644451,$ >= 0=0.00798594020307,$-- > 0=0.00166279065888,$.size++ >= $.threshold=0.000828268064652,$.size == 0=0.000824704242405,$ == null=0.000810393714346,
Intersector.java,overlapConvexPolygons,min2,float,1,DEF,$=0.100775770843,$ == 0=0.0400100164115,$ > 0=0.0214833244681,$ < 0=0.0175607353449,$ != 0=0.011275742203,$ >= 0=0.00802091695368,$-- > 0=0.00167007336859,$.size++ >= $.threshold=0.000831895740703,$.size == 0=0.000828316318803,$ == null=0.000813943101093,
Intersector.java,overlapConvexPolygons,p,float,0,DEF,$=0.102508105338,$ > 0=0.0247619822621,$ == 0=0.0195316243917,$ < 0=0.017862604931,$ != 0=0.012332957238,$ >= 0=0.00815879646689,$-- > 0=0.00169878196903,$.size++ >= $.threshold=0.000846196024213,$.size == 0=0.000842555076815,$ == null=0.000827934767585,
Intersector.java,overlapConvexPolygons,max2,float,0,DEF,$=0.102597266436,$ > 0=0.0244013480842,$ == 0=0.0195486135781,$ < 0=0.0178781412542,$ != 0=0.0114795491099,$ >= 0=0.00816589314491,$-- > 0=0.00170025962871,$ == null=0.00120567204431,$.size++ >= $.threshold=0.000846932060085,$.size == 0=0.000843287969474,
Intersector.java,overlapConvexPolygons,min1,float,1,RET,$=0.102467261255,$ == 0=0.0512317493558,$ < 0=0.0186877902597,$ >= 0=0.00650618737563,$ != 0=0.00465781800449,$ > 0=0.00362734310329,$.size == 0=0.000917002500501,$.size++ >= $.threshold=0.000819760316517,$ == null=0.000816684681922,$ >= size=0.000647979672067,
Intersector.java,overlapConvexPolygons,min1,float,1,RET,$=0.102467261255,$ == 0=0.0512317493558,$ < 0=0.0186877902597,$ >= 0=0.00650618737563,$ != 0=0.00465781800449,$ > 0=0.00362734310329,$.size == 0=0.000917002500501,$.size++ >= $.threshold=0.000819760316517,$ == null=0.000816684681922,$ >= size=0.000647979672067,
Intersector.java,overlapConvexPolygons,min1,float,1,RET,$=0.102467261255,$ == 0=0.0512317493558,$ < 0=0.0186877902597,$ >= 0=0.00650618737563,$ != 0=0.00465781800449,$ > 0=0.00362734310329,$.size == 0=0.000917002500501,$.size++ >= $.threshold=0.000819760316517,$ == null=0.000816684681922,$ >= size=0.000647979672067,
Intersector.java,overlapConvexPolygons,max1,float,1,RET,$=0.102011233568,$ == 0=0.0551118403673,$ < 0=0.0186046194285,$ >= 0=0.00647723162547,$ != 0=0.00463708816096,$ > 0=0.00358369736932,$ == null=0.00118296721485,$.size == 0=0.000912921328563,$.size++ >= $.threshold=0.000816111918539,$ >= size=0.000645095831715,
Intersector.java,overlapConvexPolygons,min2,float,1,RET,$=0.102467261255,$ == 0=0.0512317493558,$ < 0=0.0186877902597,$ >= 0=0.00650618737563,$ != 0=0.00465781800449,$ > 0=0.00362734310329,$.size == 0=0.000917002500501,$.size++ >= $.threshold=0.000819760316517,$ == null=0.000816684681922,$ >= size=0.000647979672067,
Intersector.java,overlapConvexPolygons,min2,float,1,RET,$=0.102467261255,$ == 0=0.0512317493558,$ < 0=0.0186877902597,$ >= 0=0.00650618737563,$ != 0=0.00465781800449,$ > 0=0.00362734310329,$.size == 0=0.000917002500501,$.size++ >= $.threshold=0.000819760316517,$ == null=0.000816684681922,$ >= size=0.000647979672067,
Intersector.java,overlapConvexPolygons,min2,float,1,RET,$=0.102467261255,$ == 0=0.0512317493558,$ < 0=0.0186877902597,$ >= 0=0.00650618737563,$ != 0=0.00465781800449,$ > 0=0.00362734310329,$.size == 0=0.000917002500501,$.size++ >= $.threshold=0.000819760316517,$ == null=0.000816684681922,$ >= size=0.000647979672067,
Intersector.java,overlapConvexPolygons,max2,float,1,RET,$=0.102432027459,$ == 0=0.0512141361833,$ < 0=0.018681364134,$ >= 0=0.00650395033881,$ != 0=0.00465621612966,$ > 0=0.00359848001972,$ == null=0.00118784699589,$.size == 0=0.000916687189601,$.size++ >= $.threshold=0.000819478416815,$ >= size=0.000647756853141,
Intersector.java,overlapConvexPolygons,min1,float,0,DEF,$=0.102616734803,$ > 0=0.0245932675898,$ == 0=0.0195523221046,$ < 0=0.0178815349936,$ != 0=0.0114817274734,$ >= 0=0.00816744286567,$-- > 0=0.00170058221556,$.size++ >= $.threshold=0.000847092771437,$.size == 0=0.000843447982334,$ == null=0.000828812189866,
Intersector.java,overlapConvexPolygons,min1,float,0,DEF,$=0.102616734803,$ > 0=0.0245932675898,$ == 0=0.0195523221046,$ < 0=0.0178815349936,$ != 0=0.0114817274734,$ >= 0=0.00816744286567,$-- > 0=0.00170058221556,$.size++ >= $.threshold=0.000847092771437,$.size == 0=0.000843447982334,$ == null=0.000828812189866,
Intersector.java,overlapConvexPolygons,max1,float,0,DEF,$=0.102435983717,$ > 0=0.0243629869074,$ == 0=0.0210899487138,$ < 0=0.0178500376642,$ != 0=0.0114615028724,$ >= 0=0.00815305579454,$-- > 0=0.00169758673292,$ == null=0.00120377668645,$.size++ >= $.threshold=0.000845600676257,$.size == 0=0.000841962289996,
Intersector.java,overlapConvexPolygons,max1,float,0,DEF,$=0.102435983717,$ > 0=0.0243629869074,$ == 0=0.0210899487138,$ < 0=0.0178500376642,$ != 0=0.0114615028724,$ >= 0=0.00815305579454,$-- > 0=0.00169758673292,$ == null=0.00120377668645,$.size++ >= $.threshold=0.000845600676257,$.size == 0=0.000841962289996,
Intersector.java,overlapConvexPolygons,min2,float,0,DEF,$=0.102616734803,$ > 0=0.0245932675898,$ == 0=0.0195523221046,$ < 0=0.0178815349936,$ != 0=0.0114817274734,$ >= 0=0.00816744286567,$-- > 0=0.00170058221556,$.size++ >= $.threshold=0.000847092771437,$.size == 0=0.000843447982334,$ == null=0.000828812189866,
Intersector.java,overlapConvexPolygons,min2,float,0,DEF,$=0.102616734803,$ > 0=0.0245932675898,$ == 0=0.0195523221046,$ < 0=0.0178815349936,$ != 0=0.0114817274734,$ >= 0=0.00816744286567,$-- > 0=0.00170058221556,$.size++ >= $.threshold=0.000847092771437,$.size == 0=0.000843447982334,$ == null=0.000828812189866,
Intersector.java,overlapConvexPolygons,max2,float,0,DEF,$=0.102597266436,$ > 0=0.0244013480842,$ == 0=0.0195486135781,$ < 0=0.0178781412542,$ != 0=0.0114795491099,$ >= 0=0.00816589314491,$-- > 0=0.00170025962871,$ == null=0.00120567204431,$.size++ >= $.threshold=0.000846932060085,$.size == 0=0.000843287969474,
Intersector.java,overlapConvexPolygons,max2,float,0,DEF,$=0.102597266436,$ > 0=0.0244013480842,$ == 0=0.0195486135781,$ < 0=0.0178781412542,$ != 0=0.0114795491099,$ >= 0=0.00816589314491,$-- > 0=0.00170025962871,$ == null=0.00120567204431,$.size++ >= $.threshold=0.000846932060085,$.size == 0=0.000843287969474,
Intersector.java,overlapConvexPolygons,mins,float,1,DEF,$=0.100775770843,$ == 0=0.0400100164115,$ > 0=0.0214833244681,$ < 0=0.0175607353449,$ != 0=0.011275742203,$ >= 0=0.00802091695368,$-- > 0=0.00167007336859,$.size++ >= $.threshold=0.000831895740703,$.size == 0=0.000828316318803,$ == null=0.000813943101093,
Intersector.java,overlapConvexPolygons,maxs,float,1,DEF,$=0.100775770843,$ == 0=0.0400100164115,$ > 0=0.0214833244681,$ < 0=0.0175607353449,$ != 0=0.011275742203,$ >= 0=0.00802091695368,$-- > 0=0.00167007336859,$.size++ >= $.threshold=0.000831895740703,$.size == 0=0.000828316318803,$ == null=0.000813943101093,
Intersector.java,overlapConvexPolygons,o,float,0,DEF,$=0.101351730525,$ > 0=0.0364049971104,$ == 0=0.019311292097,$ < 0=0.0176611002535,$ != 0=0.0115522835404,$ >= 0=0.00806675851345,$-- > 0=0.00167961826082,$.size++ >= $.threshold=0.000836650258861,$.size == 0=0.000833050347865,$ == null=0.000818595057353,
Intersector.java,overlapConvexPolygons,overlap,float,0,DEF,$=0.102508105338,$ > 0=0.0247619822621,$ == 0=0.0195316243917,$ < 0=0.017862604931,$ != 0=0.012332957238,$ >= 0=0.00815879646689,$-- > 0=0.00169878196903,$.size++ >= $.threshold=0.000846196024213,$.size == 0=0.000842555076815,$ == null=0.000827934767585,
Intersector.java,overlapConvexPolygons,mtv,MinimumTranslationVector,0,DEF,$ == null=0.50028181076,$ != null=0.372038930655,$.size++ >= $.threshold=0.00184916448779,$.size == 0=0.000733969442081,$.ordered=0.000301872525597,$-- > 0=0.000258124287939,$ > 0=0.000210142534343,$ >= 0=0.000204381693038,$ == 0=0.000166117257322,$=0.00010116759222,
Intersector.java,splitTriangle,r1,boolean,1,DEF,$=0.46907672286,$ == 0=0.00226203119382,$-- > 0=0.0010987293208,$ > 0=0.000762598006986,$ >= 0=0.000741276715416,$.size++ >= $.threshold=0.000557073974051,$.size == 0=0.000544943439309,$ != 0=0.000516165280715,$ < 0=0.000482408999233,$ >= size=0.000415682559833,
Intersector.java,splitEdge,stride,int,0,NIL-FOR,i < $=0.635876953602,$ < n=0.135550871491,$=0.0212125275284,$ < 0=0.019282085821,$-- > 0=0.0057382597588,$ == 0=0.00523093948141,$ >= 0=0.00251138280146,$ >= size=0.00244760373607,$ != 0=0.00175998557825,$ > 0=0.000831499055494,
IsometricStaggeredTiledMapRenderer.java,renderTileLayer,cell,Cell,0,DEF,$ == null=0.60771048069,$ != null=0.23795992136,$.size++ >= $.threshold=0.00153019931167,$-- > 0=0.000997900846414,$.size == 0=0.000880714564119,$ > 0=0.000387571140891,$.ordered=0.000361457263352,$.drawing=0.000331335846568,$.hasZeroValue=0.000238328851992,key.equals($.keyTable[index])=0.000196312423213,
IsometricStaggeredTiledMapRenderer.java,renderTileLayer,tile,TiledMapTile,0,DEF,$ == null=0.508114278316,$ != null=0.363417685032,$ >= 0=0.000326824258082,$ > 0=0.00027801367105,$-- > 0=0.000266141170869,$ == 0=0.000258527434198,$.size++ >= $.threshold=0.000134937974508,$.size == 0=0.000131999579025,$ != 0=0.000128496831167,$=0.000104309685412,
IsometricStaggeredTiledMapRenderer.java,renderTileLayer,flipX,boolean,0,DEF,$=0.468771338463,$-- > 0=0.0035451373551,$ > 0=0.00125655950978,$ >= 0=0.000799413246568,$ == 0=0.000691421912052,$.size++ >= $.threshold=0.000556711282115,$.size == 0=0.000520477653481,$ != 0=0.000481165305246,$ < 0=0.000423989171395,$ >= size=0.000415411923314,
IsometricStaggeredTiledMapRenderer.java,renderTileLayer,flipY,boolean,0,DEF,$=0.468771338463,$-- > 0=0.0035451373551,$ > 0=0.00125655950978,$ >= 0=0.000799413246568,$ == 0=0.000691421912052,$.size++ >= $.threshold=0.000556711282115,$.size == 0=0.000520477653481,$ != 0=0.000481165305246,$ < 0=0.000423989171395,$ >= size=0.000415411923314,
