3912	DfpMath.java	atan	neg	boolean	0	DEF	$
3914	DfpMath.java	acos	negative	boolean	0	DEF	$
12718	DiagonalMatrix.java	add	i	int	0	NIL-FOR	$ < dim
12718	DiagonalMatrix.java	add	dim	int	0	NIL-FOR	i < $
12719	DiagonalMatrix.java	subtract	i	int	0	NIL-FOR	$ < dim
12719	DiagonalMatrix.java	subtract	dim	int	0	NIL-FOR	i < $
12720	DiagonalMatrix.java	multiply	i	int	0	NIL-FOR	$ < dim
12720	DiagonalMatrix.java	multiply	dim	int	0	NIL-FOR	i < $
12721	DiagonalMatrix.java	multiply	r	int	0	NIL-FOR	$ < nRows
12722	DiagonalMatrix.java	multiply	c	int	0	NIL-FOR	$ < nCols
12723	DiagonalMatrix.java	getData	i	int	0	NIL-FOR	$ < dim
12723	DiagonalMatrix.java	getData	dim	int	0	NIL-FOR	i < $
14562	DividedDifferenceInterpolator.java	computeDividedDifference	i	int	0	NIL-FOR	$ < n
14562	DividedDifferenceInterpolator.java	computeDividedDifference	n	int	0	NIL-FOR	i < $
14390	DormandPrince853StepInterpolator.java	writeExternal	i	int	0	NIL-FOR	$ < dimension
14390	DormandPrince853StepInterpolator.java	writeExternal	dimension	int	0	NIL-FOR	i < $
14391	DormandPrince853StepInterpolator.java	readExternal	i	int	0	NIL-FOR	$ < dimension
14391	DormandPrince853StepInterpolator.java	readExternal	dimension	int	0	NIL-FOR	i < $
14246	DoublePoint.java	DoublePoint	point	int[]	0	NIL-FOR	i < $.length
12806	EigenDecomposition.java	EigenDecomposition	size	int	0	NIL-FOR	i < $
12807	EigenDecomposition.java	getV	k	int	0	NIL-FOR	$ < m
12807	EigenDecomposition.java	getV	m	int	0	NIL-FOR	k < $
12809	EigenDecomposition.java	getVT	k	int	0	NIL-FOR	$ < m
12809	EigenDecomposition.java	getVT	m	int	0	NIL-FOR	k < $
1447	EigenDecomposition.java	getSquareRoot	eigen	double	0	MathUnsupportedOperationException	$ <= 0
12813	EigenDecomposition.java	findEigenVectors	i	int	0	NIL-FOR	$ < n
12813	EigenDecomposition.java	findEigenVectors	n	int	0	NIL-FOR	i < $
1451	EigenDecomposition.java	findEigenVectors	maxAbsoluteValue	double	0	DEF	$ != 0
12814	EigenDecomposition.java	findEigenVectors	i	int	0	NIL-FOR	$ < n
12814	EigenDecomposition.java	findEigenVectors	n	int	0	NIL-FOR	i < $
12815	EigenDecomposition.java	findEigenVectors	j	int	0	NIL-FOR	$ < n
12815	EigenDecomposition.java	findEigenVectors	n	int	0	NIL-FOR	j < $
1457	EigenDecomposition.java	findEigenVectors	q	double	1	DEF	$ < 0.0
12819	EigenDecomposition.java	findEigenVectors	ia	int	0	NIL-FOR	$ < n
1460	EigenDecomposition.java	findEigenVectors	t	double	0	DEF	$ == 0.0
12820	EigenDecomposition.java	findEigenVectors	i	int	0	NIL-FOR	$ < n
12820	EigenDecomposition.java	findEigenVectors	n	int	0	NIL-FOR	i < $
12821	EigenDecomposition.java	findEigenVectors	j	int	0	NIL-FOR	$ < n
12821	EigenDecomposition.java	findEigenVectors	n	int	0	NIL-FOR	j < $
12822	EigenDecomposition.java	findEigenVectors	j	int	0	NIL-FOR	$ < n
12822	EigenDecomposition.java	findEigenVectors	n	int	0	NIL-FOR	j < $
12823	EigenDecomposition.java	findEigenVectors	i	int	0	NIL-FOR	$ < n
12823	EigenDecomposition.java	findEigenVectors	n	int	0	NIL-FOR	i < $
12824	EigenDecomposition.java	findEigenVectors	i	int	0	NIL-FOR	$ < n
12824	EigenDecomposition.java	findEigenVectors	n	int	0	NIL-FOR	i < $
12825	EigenDecomposition.java	findEigenVectors	i	int	0	NIL-FOR	$ < n
12825	EigenDecomposition.java	findEigenVectors	n	int	0	NIL-FOR	i < $
12826	EigenDecomposition.java	findEigenVectors	j	int	0	NIL-FOR	$ < n
12826	EigenDecomposition.java	findEigenVectors	n	int	0	NIL-FOR	j < $
12828	EigenDecomposition.java	findEigenVectorsFromSchur	i	int	0	NIL-FOR	$ < n
12828	EigenDecomposition.java	findEigenVectorsFromSchur	n	int	0	NIL-FOR	i < $
12829	EigenDecomposition.java	findEigenVectorsFromSchur	j	int	0	NIL-FOR	$ < n
12829	EigenDecomposition.java	findEigenVectorsFromSchur	n	int	0	NIL-FOR	j < $
12830	EigenDecomposition.java	findEigenVectorsFromSchur	idx	int	0	NIL-FOR	$ >= 0
12831	EigenDecomposition.java	findEigenVectorsFromSchur	i	int	0	NIL-FOR	$ >= 0
12832	EigenDecomposition.java	findEigenVectorsFromSchur	idx	int	0	NIL-FOR	j <= $
12833	EigenDecomposition.java	findEigenVectorsFromSchur	idx	int	0	NIL-FOR	j <= $
1474	EigenDecomposition.java	findEigenVectorsFromSchur	q	double	0	DEF	$ < 0.0
12834	EigenDecomposition.java	findEigenVectorsFromSchur	i	int	0	NIL-FOR	$ >= 0
12835	EigenDecomposition.java	findEigenVectorsFromSchur	idx	int	0	NIL-FOR	j <= $
12836	EigenDecomposition.java	findEigenVectorsFromSchur	idx	int	0	NIL-FOR	j <= $
12837	EigenDecomposition.java	findEigenVectorsFromSchur	i	int	0	NIL-FOR	$ < n
12837	EigenDecomposition.java	findEigenVectorsFromSchur	n	int	0	NIL-FOR	i < $
12838	EigenDecomposition.java	findEigenVectorsFromSchur	j	int	0	NIL-FOR	$ < n
12838	EigenDecomposition.java	findEigenVectorsFromSchur	n	int	0	NIL-FOR	j < $
12839	EigenDecomposition.java	findEigenVectorsFromSchur	j	int	0	NIL-FOR	$ >= 0
12842	EigenDecomposition.java	findEigenVectorsFromSchur	i	int	0	NIL-FOR	$ < n
12842	EigenDecomposition.java	findEigenVectorsFromSchur	n	int	0	NIL-FOR	i < $
12843	EigenDecomposition.java	findEigenVectorsFromSchur	j	int	0	NIL-FOR	$ < n
12843	EigenDecomposition.java	findEigenVectorsFromSchur	n	int	0	NIL-FOR	j < $
3204	ElitisticListPopulation.java	setElitismRate	elitismRate	double	0	OutOfRangeException	$ > 1
3204	ElitisticListPopulation.java	setElitismRate	elitismRate	double	0	OutOfRangeException	$ < 0
3479	EmbeddedRungeKuttaIntegrator.java	integrate	firstTime	boolean	0	DEF	$
3480	EmbeddedRungeKuttaIntegrator.java	integrate	firstTime	boolean	0	DEF	$
14371	EmbeddedRungeKuttaIntegrator.java	integrate	scale	double[]	0	NIL-FOR	i < $.length
14372	EmbeddedRungeKuttaIntegrator.java	integrate	scale	double[]	0	NIL-FOR	i < $.length
3482	EmbeddedRungeKuttaIntegrator.java	integrate	forward	boolean	1	DEF	$
14373	EmbeddedRungeKuttaIntegrator.java	integrate	stages	int	0	NIL-FOR	k < $
14374	EmbeddedRungeKuttaIntegrator.java	integrate	y0	double[]	0	NIL-FOR	j < $.length
14375	EmbeddedRungeKuttaIntegrator.java	integrate	l	int	0	NIL-FOR	$ < k
14376	EmbeddedRungeKuttaIntegrator.java	integrate	y0	double[]	0	NIL-FOR	j < $.length
3488	EmbeddedRungeKuttaIntegrator.java	integrate	filteredNextIsLast	boolean	0	DEF	$
3126	EmpiricalDistribution.java	inverseCumulativeProbability	p	double	0	OutOfRangeException	$ < 0.0
3127	EmpiricalDistribution.java	inverseCumulativeProbability	p	double	0	RET	$ == 0.0
3129	EmpiricalDistribution.java	inverseCumulativeProbability	pCrit	double	0	RET	$ <= 0
1103	EnumeratedDistribution.java	EnumeratedDistribution	p	double	0	NotPositiveException	$ < 0
1104	EnumeratedDistribution.java	EnumeratedDistribution	p	double	0	NotFiniteNumberException	Double.isInfinite($)
1105	EnumeratedDistribution.java	EnumeratedDistribution	p	double	0	NotANumberException	Double.isNaN($)
1106	EnumeratedDistribution.java	probability	x	T	0	DEF	$ != null
1106	EnumeratedDistribution.java	probability	x	T	0	DEF	$ == null
1108	EnumeratedDistribution.java	sample	sampleSize	int	0	NotStrictlyPositiveException	$ <= 0
12483	EnumeratedDistribution.java	sample	sampleSize	int	0	NIL-FOR	i < $
1109	EnumeratedDistribution.java	sample	sampleSize	int	0	NotStrictlyPositiveException	$ <= 0
1110	EnumeratedDistribution.java	sample	array	T[]	0	NullArgumentException	$ == null
12484	EnumeratedDistribution.java	sample	sampleSize	int	0	NIL-FOR	i < $
12485	EnumeratedIntegerDistribution.java	EnumeratedIntegerDistribution	singletons	int[]	0	NIL-FOR	i < $.length
12507	EnumeratedRealDistribution.java	EnumeratedRealDistribution	singletons	double[]	0	NIL-FOR	i < $.length
3305	Erf.java	erfInv	w	double	1	DEF	Double.isInfinite($)
13720	EuclideanDoublePoint.java	centroidOf	centroid	double[]	0	NIL-FOR	i < $.length
13721	EuclideanDoublePoint.java	centroidOf	centroid	double[]	0	NIL-FOR	i < $.length
13732	EuclideanIntegerPoint.java	centroidOf	centroid	int[]	0	NIL-FOR	i < $.length
13733	EuclideanIntegerPoint.java	centroidOf	centroid	int[]	0	NIL-FOR	i < $.length
14438	EventFilter.java	g	i	int	0	NIL-FOR	$ > 0
14440	EventState.java	evaluateStep	i	int	0	NIL-FOR	$ < n
14440	EventState.java	evaluateStep	n	int	0	NIL-FOR	i < $
14269	ExceptionContext.java	buildMessage	len	int	0	NIL-FOR	i < $
14270	ExceptionContext.java	serializeMessages	len	int	0	NIL-FOR	i < $
14271	ExceptionContext.java	serializeMessages	aLen	int	0	NIL-FOR	j < $
14272	ExceptionContext.java	deSerializeMessages	len	int	0	NIL-FOR	i < $
14273	ExceptionContext.java	deSerializeMessages	aLen	int	0	NIL-FOR	j < $
14274	ExceptionContext.java	deSerializeContext	len	int	0	NIL-FOR	i < $
14446	ExpandableStatefulODE.java	getSecondaryMappers	mappers	EquationsMapper[]	0	NIL-FOR	i < $.length
1148	ExponentialDistribution.java	ExponentialDistribution	mean	double	0	NotStrictlyPositiveException	$ <= 0
1149	ExponentialDistribution.java	density	x	double	0	RET	$ < 0
1151	ExponentialDistribution.java	inverseCumulativeProbability	p	double	1	OutOfRangeException	$ < 0.0
1206	FDistribution.java	FDistribution	numeratorDegreesOfFreedom	double	0	NotStrictlyPositiveException	$ <= 0
1207	FDistribution.java	FDistribution	denominatorDegreesOfFreedom	double	0	NotStrictlyPositiveException	$ <= 0
1208	FDistribution.java	cumulativeProbability	x	double	1	DEF	$ <= 0
3365	FastCosineTransformer.java	fct	n	int	0	RET	$ == 1
14289	FastFourierTransformer.java	bitReversalShuffle2	i	int	0	NIL-FOR	$ < n
14289	FastFourierTransformer.java	bitReversalShuffle2	n	int	0	NIL-FOR	i < $
3377	FastFourierTransformer.java	bitReversalShuffle2	j	int	0	DEF	i < $
14290	FastFourierTransformer.java	bitReversalShuffle2	k	int	0	NIL-WHILE	$ > 0
14291	FastFourierTransformer.java	normalizeTransformedData	i	int	0	NIL-FOR	$ < n
14291	FastFourierTransformer.java	normalizeTransformedData	n	int	0	NIL-FOR	i < $
14292	FastFourierTransformer.java	normalizeTransformedData	i	int	0	NIL-FOR	$ < n
14292	FastFourierTransformer.java	normalizeTransformedData	n	int	0	NIL-FOR	i < $
3382	FastFourierTransformer.java	transformInPlace	n	int	1	RET	$ == 1
14293	FastFourierTransformer.java	transformInPlace	i0	int	0	NIL-FOR	$ < n
14294	FastFourierTransformer.java	transformInPlace	i0	int	0	NIL-FOR	$ < n
14295	FastFourierTransformer.java	transformInPlace	lastN0	int	0	NIL-WHILE	$ < n
14296	FastFourierTransformer.java	transformInPlace	destEvenStartIndex	int	0	NIL-FOR	$ < n
14298	FastFourierTransformer.java	mdfft	dimensionSize	int[]	0	NIL-FOR	i < $.length
14281	FastHadamardTransformer.java	fht	j	int	0	NIL-FOR	$ < n
14281	FastHadamardTransformer.java	fht	n	int	0	NIL-FOR	j < $
14282	FastHadamardTransformer.java	fht	halfN	int	0	NIL-FOR	i < $
14283	FastHadamardTransformer.java	fht	i	int	0	NIL-FOR	$ < n
14283	FastHadamardTransformer.java	fht	n	int	0	NIL-FOR	i < $
14284	FastHadamardTransformer.java	fht	j	int	0	NIL-FOR	$ < n
14284	FastHadamardTransformer.java	fht	n	int	0	NIL-FOR	j < $
14285	FastHadamardTransformer.java	fht	halfN	int	0	NIL-FOR	i < $
14286	FastHadamardTransformer.java	fht	i	int	0	NIL-FOR	$ < n
14286	FastHadamardTransformer.java	fht	n	int	0	NIL-FOR	i < $
268	FastMath.java	cosh	x	double	0	DEF	$ < 0.0
274	FastMath.java	sinh	x	double	0	RET	$ == 0
275	FastMath.java	sinh	x	double	0	DEF	$ < 0.0
277	FastMath.java	sinh	negate	boolean	0	DEF	$
281	FastMath.java	tanh	x	double	0	RET	$ == 0
282	FastMath.java	tanh	x	double	0	DEF	$ < 0.0
284	FastMath.java	tanh	negate	boolean	0	DEF	$
285	FastMath.java	asinh	a	double	0	DEF	$ < 0
290	FastMath.java	atanh	a	double	0	DEF	$ < 0
295	FastMath.java	exp	x	double	1	RET	$ < 0.0
297	FastMath.java	exp	hiPrec	double[]	0	DEF	$ != null
299	FastMath.java	exp	hiPrec	double[]	0	DEF	$ != null
301	FastMath.java	exp	hiPrec	double[]	0	DEF	$ != null
303	FastMath.java	exp	hiPrec	double[]	0	DEF	$ != null
305	FastMath.java	exp	hiPrec	double[]	0	DEF	$ != null
306	FastMath.java	expm1	x	double	0	RET	$ == 0.0
309	FastMath.java	expm1	x	double	0	DEF	$ < 0.0
310	FastMath.java	expm1	negative	boolean	0	DEF	$
311	FastMath.java	expm1	hiPrecOut	double	0	DEF	$ != null
314	FastMath.java	log	hiPrec	double[]	0	DEF	$ != null
316	FastMath.java	log	hiPrec	double[]	0	DEF	$ != null
318	FastMath.java	log	x	double	0	RET	$ == 0
319	FastMath.java	log	hiPrec	double[]	0	DEF	$ != null
320	FastMath.java	log	exp	int	0	RET	$ == -1
320	FastMath.java	log	exp	int	0	RET	$ == 0
320	FastMath.java	log	hiPrec	double[]	0	RET	$ == null
12406	FastMath.java	log	i	int	0	NIL-FOR	$ >= 0
321	FastMath.java	log	hiPrec	double[]	1	DEF	$ != null
12407	FastMath.java	log	i	int	0	NIL-FOR	$ >= 0
322	FastMath.java	log	hiPrec	double[]	0	DEF	$ != null
323	FastMath.java	log1p	x	double	0	RET	$ == -1
326	FastMath.java	log1p	lores	double	0	RET	Double.isInfinite($)
327	FastMath.java	log10	lores	double	0	RET	Double.isInfinite($)
328	FastMath.java	pow	y	double	0	RET	$ == 0.0
330	FastMath.java	pow	x	double	0	RET	$ == 0
332	FastMath.java	pow	y	double	0	RET	$ < 0
333	FastMath.java	pow	y	double	0	RET	$ > 0
334	FastMath.java	pow	y	double	0	RET	$ < 0
335	FastMath.java	pow	y	double	0	RET	$ > 0
338	FastMath.java	pow	y	double	1	RET	$ < 0.0
344	FastMath.java	pow	y	double	0	RET	$ < 0
346	FastMath.java	pow	y	double	0	RET	$ > 0
351	FastMath.java	pow	x	double	0	RET	$ < 0
355	FastMath.java	pow	lores	double	0	RET	Double.isInfinite($)
356	FastMath.java	pow	e	int	1	RET	$ == 0
357	FastMath.java	pow	e	int	0	DEF	$ < 0
12408	FastMath.java	pow	e	int	0	NIL-WHILE	$ != 0
360	FastMath.java	tanQ	cotanFlag	boolean	0	DEF	$
362	FastMath.java	tanQ	cotanFlag	boolean	0	DEF	$
363	FastMath.java	reducePayneHanek	shift	int	1	DEF	$ != 0
364	FastMath.java	reducePayneHanek	bita	boolean	0	DEF	$
364	FastMath.java	reducePayneHanek	bita	boolean	0	DEF	$
364	FastMath.java	reducePayneHanek	bitb	boolean	0	DEF	$
364	FastMath.java	reducePayneHanek	bitb	boolean	0	DEF	$
364	FastMath.java	reducePayneHanek	bitsum	boolean	0	DEF	$
365	FastMath.java	reducePayneHanek	bita	boolean	0	DEF	$
365	FastMath.java	reducePayneHanek	bita	boolean	0	DEF	$
365	FastMath.java	reducePayneHanek	bitb	boolean	0	DEF	$
365	FastMath.java	reducePayneHanek	bitb	boolean	0	DEF	$
365	FastMath.java	reducePayneHanek	bitsum	boolean	0	DEF	$
366	FastMath.java	reducePayneHanek	bita	boolean	0	DEF	$
366	FastMath.java	reducePayneHanek	bita	boolean	0	DEF	$
366	FastMath.java	reducePayneHanek	bitb	boolean	0	DEF	$
366	FastMath.java	reducePayneHanek	bitb	boolean	0	DEF	$
366	FastMath.java	reducePayneHanek	bitsum	boolean	0	DEF	$
367	FastMath.java	reducePayneHanek	bita	boolean	0	DEF	$
367	FastMath.java	reducePayneHanek	bita	boolean	0	DEF	$
367	FastMath.java	reducePayneHanek	bitb	boolean	0	DEF	$
367	FastMath.java	reducePayneHanek	bitb	boolean	0	DEF	$
367	FastMath.java	reducePayneHanek	bitsum	boolean	0	DEF	$
368	FastMath.java	reducePayneHanek	bita	boolean	0	DEF	$
368	FastMath.java	reducePayneHanek	bita	boolean	0	DEF	$
368	FastMath.java	reducePayneHanek	bitb	boolean	0	DEF	$
368	FastMath.java	reducePayneHanek	bitb	boolean	0	DEF	$
368	FastMath.java	reducePayneHanek	bitsum	boolean	0	DEF	$
369	FastMath.java	reducePayneHanek	bita	boolean	0	DEF	$
369	FastMath.java	reducePayneHanek	bita	boolean	0	DEF	$
369	FastMath.java	reducePayneHanek	bitb	boolean	0	DEF	$
369	FastMath.java	reducePayneHanek	bitb	boolean	0	DEF	$
369	FastMath.java	reducePayneHanek	bitsum	boolean	0	DEF	$
370	FastMath.java	reducePayneHanek	bita	boolean	0	DEF	$
370	FastMath.java	reducePayneHanek	bita	boolean	0	DEF	$
370	FastMath.java	reducePayneHanek	bitb	boolean	0	DEF	$
370	FastMath.java	reducePayneHanek	bitb	boolean	0	DEF	$
370	FastMath.java	reducePayneHanek	bitsum	boolean	0	DEF	$
371	FastMath.java	sin	x	double	0	DEF	$ < 0
372	FastMath.java	sin	xa	double	0	RET	$ == 0.0
373	FastMath.java	sin	bits	long	0	RET	$ < 0
377	FastMath.java	sin	negative	boolean	0	DEF	$
378	FastMath.java	cos	x	double	0	DEF	$ < 0
382	FastMath.java	tan	x	double	0	DEF	$ < 0
383	FastMath.java	tan	xa	double	0	RET	$ == 0.0
384	FastMath.java	tan	bits	long	0	RET	$ < 0
390	FastMath.java	tan	negative	boolean	0	DEF	$
391	FastMath.java	atan	xa	double	0	RET	$ == 0.0
392	FastMath.java	atan	xa	double	0	DEF	$ < 0
395	FastMath.java	atan	idx	int	1	DEF	$ == 0
396	FastMath.java	atan	leftPlane	boolean	0	DEF	$
399	FastMath.java	atan2	y	double	0	RET	$ == 0
400	FastMath.java	atan2	invx	double	0	RET	$ == 0
401	FastMath.java	atan2	x	double	1	RET	$ > 0
402	FastMath.java	atan2	invx	double	1	RET	$ < 0
402	FastMath.java	atan2	x	double	1	RET	$ < 0
403	FastMath.java	atan2	invy	double	1	RET	$ < 0
403	FastMath.java	atan2	y	double	1	RET	$ < 0
411	FastMath.java	atan2	y	double	0	RET	$ > 0
412	FastMath.java	atan2	y	double	0	RET	$ < 0
415	FastMath.java	atan2	y	double	0	RET	$ < 0
416	FastMath.java	atan2	x	double	0	RET	$ == 0
417	FastMath.java	atan2	y	double	0	RET	$ > 0
418	FastMath.java	atan2	y	double	0	RET	$ < 0
419	FastMath.java	atan2	r	double	0	RET	Double.isInfinite($)
420	FastMath.java	atan2	ra	double	0	DEF	$ == 0
425	FastMath.java	asin	x	double	0	RET	$ == 0.0
430	FastMath.java	acos	x	double	0	RET	$ == 0
431	FastMath.java	acos	r	double	0	RET	Double.isInfinite($)
433	FastMath.java	cbrt	x	double	0	RET	$ == 0
435	FastMath.java	cbrt	subnormal	boolean	0	DEF	$
436	FastMath.java	toRadians	x	double	0	RET	Double.isInfinite($)
436	FastMath.java	toRadians	x	double	0	RET	$ == 0.0
437	FastMath.java	toRadians	result	double	0	DEF	$ == 0
438	FastMath.java	toDegrees	x	double	0	RET	Double.isInfinite($)
438	FastMath.java	toDegrees	x	double	0	RET	$ == 0.0
439	FastMath.java	ulp	x	double	0	RET	Double.isInfinite($)
442	FastMath.java	scalb	d	double	0	RET	$ == 0
442	FastMath.java	scalb	d	double	0	RET	Double.isInfinite($)
442	FastMath.java	scalb	d	double	0	RET	Double.isNaN($)
445	FastMath.java	scalb	n	int	1	RET	$ < 0
446	FastMath.java	scalb	scaledExponent	int	1	RET	$ > 0
448	FastMath.java	scalb	mostSignificantLostBit	long	0	DEF	$ != 0
449	FastMath.java	scalb	exponent	int	1	RET	$ == 0
456	FastMath.java	scalb	n	int	1	RET	$ < 0
457	FastMath.java	scalb	scaledExponent	int	1	RET	$ > 0
459	FastMath.java	scalb	mostSignificantLostBit	int	0	DEF	$ != 0
460	FastMath.java	scalb	exponent	int	1	RET	$ == 0
463	FastMath.java	nextAfter	d	double	1	RET	Double.isNaN($)
463	FastMath.java	nextAfter	direction	double	1	RET	Double.isNaN($)
465	FastMath.java	nextAfter	d	double	1	RET	Double.isInfinite($)
466	FastMath.java	nextAfter	d	double	0	RET	$ == 0
468	FastMath.java	nextAfter	f	float	1	RET	Double.isNaN($)
468	FastMath.java	nextAfter	direction	double	1	RET	Double.isNaN($)
475	FastMath.java	floor	x	double	0	DEF	$ < 0
476	FastMath.java	floor	y	long	0	RET	$ == 0
479	FastMath.java	ceil	y	double	0	RET	$ == 0
499	FastMath.java	hypot	x	double	1	RET	Double.isInfinite($)
499	FastMath.java	hypot	y	double	1	RET	Double.isInfinite($)
500	FastMath.java	hypot	x	double	1	RET	Double.isNaN($)
500	FastMath.java	hypot	y	double	1	RET	Double.isNaN($)
12394	FastMathCalc.java	slowCos	i	int	0	NIL-FOR	$ >= 0
176	FastMathCalc.java	slowCos	result	double	0	DEF	$ != null
12395	FastMathCalc.java	slowSin	i	int	0	NIL-FOR	$ >= 0
179	FastMathCalc.java	slowSin	result	double	0	DEF	$ != null
12396	FastMathCalc.java	slowexp	i	int	0	NIL-FOR	$ >= 0
180	FastMathCalc.java	slowexp	result	double	0	DEF	$ != null
12398	FastMathCalc.java	expint	p	int	0	NIL-WHILE	$ > 0
186	FastMathCalc.java	expint	result	double	0	DEF	$ != null
12399	FastMathCalc.java	slowLog	i	int	0	NIL-FOR	$ >= 0
3376	FastSineTransformer.java	fst	n	int	0	RET	$ == 1
14578	FieldHermiteInterpolator.java	addSamplePoint	value	T[]	0	NIL-FOR	i < $.length
3990	FieldHermiteInterpolator.java	addSamplePoint	i	int	0	DEF	$ > 1
14579	FieldHermiteInterpolator.java	addSamplePoint	y	T[]	0	NIL-FOR	j < $.length
14580	FieldHermiteInterpolator.java	addSamplePoint	j	int	0	NIL-FOR	$ < n
14580	FieldHermiteInterpolator.java	addSamplePoint	n	int	0	NIL-FOR	j < $
14584	FieldHermiteInterpolator.java	derivatives	order	int	0	NIL-FOR	i < $
14586	FieldHermiteInterpolator.java	derivatives	j	int	0	NIL-FOR	$ >= 0
3994	FieldHermiteInterpolator.java	derivatives	j	int	0	DEF	$ > 0
13035	FieldLUDecomposition.java	FieldLUDecomposition	row	int	0	NIL-FOR	$ < m
13035	FieldLUDecomposition.java	FieldLUDecomposition	m	int	0	NIL-FOR	row < $
13036	FieldLUDecomposition.java	FieldLUDecomposition	col	int	0	NIL-FOR	$ < m
13036	FieldLUDecomposition.java	FieldLUDecomposition	m	int	0	NIL-FOR	col < $
13037	FieldLUDecomposition.java	FieldLUDecomposition	col	int	0	NIL-FOR	row < $
13038	FieldLUDecomposition.java	FieldLUDecomposition	row	int	0	NIL-FOR	i < $
13039	FieldLUDecomposition.java	FieldLUDecomposition	row	int	0	NIL-FOR	$ < m
13039	FieldLUDecomposition.java	FieldLUDecomposition	m	int	0	NIL-FOR	row < $
13040	FieldLUDecomposition.java	FieldLUDecomposition	col	int	0	NIL-FOR	i < $
13041	FieldLUDecomposition.java	FieldLUDecomposition	i	int	0	NIL-FOR	$ < m
13041	FieldLUDecomposition.java	FieldLUDecomposition	m	int	0	NIL-FOR	i < $
13042	FieldLUDecomposition.java	FieldLUDecomposition	row	int	0	NIL-FOR	$ < m
13042	FieldLUDecomposition.java	FieldLUDecomposition	m	int	0	NIL-FOR	row < $
13043	FieldLUDecomposition.java	getL	i	int	0	NIL-FOR	$ < m
13043	FieldLUDecomposition.java	getL	m	int	0	NIL-FOR	i < $
13044	FieldLUDecomposition.java	getL	i	int	0	NIL-FOR	j < $
13045	FieldLUDecomposition.java	getU	i	int	0	NIL-FOR	$ < m
13045	FieldLUDecomposition.java	getU	m	int	0	NIL-FOR	i < $
13046	FieldLUDecomposition.java	getU	j	int	0	NIL-FOR	$ < m
13046	FieldLUDecomposition.java	getU	m	int	0	NIL-FOR	j < $
13047	FieldLUDecomposition.java	getP	i	int	0	NIL-FOR	$ < m
13047	FieldLUDecomposition.java	getP	m	int	0	NIL-FOR	i < $
13048	FieldLUDecomposition.java	getDeterminant	i	int	0	NIL-FOR	$ < m
13048	FieldLUDecomposition.java	getDeterminant	m	int	0	NIL-FOR	i < $
665	FieldRotation.java	FieldRotation	needsNormalization	boolean	1	DEF	$
780	FieldVector3D.java	orthogonal	threshold	double	0	MathArithmeticException	$ == 0
789	FieldVector3D.java	equals	THIS	FieldVector3D	0	RET	$ == other
789	FieldVector3D.java	equals	other	Object	0	RET	this == $
791	FieldVector3D.java	equals	rhs	FieldVector3D<T>	0	RET	$.isNaN()
792	FieldVector3D.java	hashCode	THIS	FieldVector3D	0	RET	$.isNaN()
4206	FiniteDifferencesDifferentiator.java	FiniteDifferencesDifferentiator	stepSize	double	0	NotPositiveException	$ <= 0
14709	FiniteDifferencesDifferentiator.java	evaluate	i	int	0	NIL-FOR	j <= $
4208	FiniteDifferencesDifferentiator.java	evaluate	i	int	1	DEF	$ == 0
3251	FixedElapsedTime.java	FixedElapsedTime	maxTime	long	0	NumberIsTooSmallException	$ < 0
3237	FixedGenerationCount.java	FixedGenerationCount	maxGenerations	int	0	NumberIsTooSmallException	$ <= 0
12458	Fraction.java	Fraction	stop	boolean	0	NIL-DOWHILE	$
1033	Fraction.java	Fraction	den	int	0	MathArithmeticException	$ == 0
1034	Fraction.java	Fraction	den	int	0	MathArithmeticException	$ < 0
1036	Fraction.java	Fraction	d	int	0	DEF	$ > 1
1037	Fraction.java	Fraction	den	int	0	DEF	$ < 0
1039	Fraction.java	equals	THIS	Fraction	0	RET	$ == other
1039	Fraction.java	equals	other	Object	0	RET	this == $
1042	Fraction.java	addSub	fraction	Fraction	0	NullArgumentException	$ == null
1047	Fraction.java	multiply	fraction	Fraction	0	NullArgumentException	$ == null
1049	Fraction.java	divide	fraction	Fraction	0	NullArgumentException	$ == null
1051	Fraction.java	getReducedFraction	denominator	int	0	MathArithmeticException	$ == 0
1054	Fraction.java	getReducedFraction	denominator	int	0	MathArithmeticException	$ < 0
1014	FractionFormat.java	parse	num	Number	0	RET	$ == null
1015	FractionFormat.java	parse	den	Number	0	RET	$ == null
13770	Frequency.java	toString	iter	Iterator<Comparable<?>>	0	NIL-WHILE	$.hasNext()
2504	Frequency.java	incrementValue	count	Long	1	DEF	$ == null
13771	Frequency.java	getSumFreq	iterator	Iterator<Long>	0	NIL-WHILE	$.hasNext()
2506	Frequency.java	getCount	count	Long	0	DEF	$ != null
2507	Frequency.java	getPct	sumFreq	long	0	RET	$ == 0
2510	Frequency.java	getCumFreq	c	Comparator<Comparable<?>>	0	DEF	$ == null
2511	Frequency.java	getCumFreq	value	Long	0	DEF	$ != null
13772	Frequency.java	getCumFreq	values	Iterator<Comparable<?>>	0	NIL-WHILE	$.hasNext()
2515	Frequency.java	getCumPct	sumFreq	long	0	RET	$ == 0
13773	Frequency.java	merge	iter	Iterator<Entry<Comparable<?>,Long>>	0	NIL-WHILE	$.hasNext()
2516	Frequency.java	equals	obj	Object	0	RET	this == $
4141	FunctionUtils.java	sample	n	int	0	NotStrictlyPositiveException	$ <= 0
14640	FunctionUtils.java	sample	i	int	0	NIL-FOR	$ < n
